entry_id,field4,field5,field1,field2,field3,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14
1638,20.00,34.00,4.00,10.00,1638.00,'$GNGGA,050112.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1639,24.00,34.00,2.00,13.00,1639.00,'$GNGGA,050123.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1640,23.00,33.00,4.00,10.00,1640.00,'$GNGGA,050134.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1641,23.00,31.00,3.00,19.00,1641.00,'$GNGGA,050145.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1642,24.00,33.00,5.00,16.00,1642.00,'$GNGGA,050156.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1643,20.00,32.00,9.00,15.00,1643.00,'$GNGGA,050207.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1644,21.00,32.00,4.00,10.00,1644.00,'$GNGGA,050218.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1645,23.00,30.00,4.00,17.00,1645.00,'$GNGGA,050229.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1646,20.00,34.00,6.00,13.00,1646.00,'$GNGGA,050240.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1647,21.00,32.00,7.00,12.00,1647.00,'$GNGGA,050251.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1648,21.00,30.00,3.00,10.00,1648.00,'$GNGGA,050302.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1649,23.00,33.00,7.00,15.00,1649.00,'$GNGGA,050313.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1650,22.00,31.00,6.00,15.00,1650.00,'$GNGGA,050324.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1651,23.00,32.00,6.00,18.00,1651.00,'$GNGGA,050335.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1652,23.00,33.00,6.00,11.00,1652.00,'$GNGGA,050346.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1653,22.00,30.00,6.00,19.00,1653.00,'$GNGGA,050357.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1654,22.00,33.00,7.00,17.00,1654.00,'$GNGGA,050408.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1655,24.00,34.00,3.00,10.00,1655.00,'$GNGGA,050419.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1656,21.00,32.00,7.00,13.00,1656.00,'$GNGGA,050430.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1657,23.00,30.00,7.00,19.00,1657.00,'$GNGGA,050441.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1658,24.00,34.00,6.00,12.00,1658.00,'$GNGGA,050452.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1659,20.00,34.00,5.00,13.00,1659.00,'$GNGGA,050503.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1660,20.00,34.00,9.00,17.00,1660.00,'$GNGGA,050514.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1661,23.00,33.00,5.00,16.00,1661.00,'$GNGGA,050525.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1662,24.00,34.00,9.00,17.00,1662.00,'$GNGGA,050536.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1663,20.00,32.00,4.00,11.00,1663.00,'$GNGGA,050547.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1664,23.00,33.00,7.00,17.00,1664.00,'$GNGGA,050558.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1665,21.00,31.00,3.00,19.00,1665.00,'$GNGGA,050609.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1666,20.00,30.00,2.00,14.00,1666.00,'$GNGGA,050620.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1667,24.00,30.00,2.00,16.00,1667.00,'$GNGGA,050631.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1668,21.00,32.00,2.00,10.00,1668.00,'$GNGGA,050642.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1669,20.00,33.00,4.00,17.00,1669.00,'$GNGGA,050653.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1670,20.00,33.00,3.00,11.00,1670.00,'$GNGGA,050704.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1671,22.00,33.00,7.00,17.00,1671.00,'$GNGGA,050715.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1672,20.00,32.00,3.00,11.00,1672.00,'$GNGGA,050726.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1673,24.00,30.00,2.00,17.00,1673.00,'$GNGGA,050737.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1674,24.00,30.00,4.00,17.00,1674.00,'$GNGGA,050748.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1675,23.00,32.00,6.00,14.00,1675.00,'$GNGGA,050759.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1676,20.00,33.00,6.00,10.00,1676.00,'$GNGGA,050810.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1677,24.00,31.00,2.00,11.00,1677.00,'$GNGGA,050821.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1678,23.00,34.00,7.00,14.00,1678.00,'$GNGGA,050832.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1679,22.00,31.00,7.00,10.00,1679.00,'$GNGGA,050843.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1680,21.00,31.00,9.00,11.00,1680.00,'$GNGGA,050854.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1681,23.00,34.00,2.00,16.00,1681.00,'$GNGGA,050905.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1682,24.00,33.00,3.00,16.00,1682.00,'$GNGGA,050916.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5F'
1683,24.00,31.00,3.00,18.00,1683.00,'$GNGGA,050927.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1684,23.00,30.00,6.00,12.00,1684.00,'$GNGGA,050938.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1685,21.00,31.00,6.00,15.00,1685.00,'$GNGGA,050949.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1686,24.00,31.00,5.00,16.00,1686.00,'$GNGGA,051000.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1687,22.00,32.00,9.00,10.00,1687.00,'$GNGGA,051011.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1688,24.00,34.00,9.00,13.00,1688.00,'$GNGGA,051022.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1689,23.00,34.00,2.00,10.00,1689.00,'$GNGGA,051033.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1690,24.00,31.00,8.00,11.00,1690.00,'$GNGGA,051044.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1691,20.00,34.00,9.00,16.00,1691.00,'$GNGGA,051055.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1692,21.00,30.00,2.00,15.00,1692.00,'$GNGGA,051106.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1693,23.00,33.00,8.00,17.00,1693.00,'$GNGGA,051117.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1694,23.00,33.00,4.00,10.00,1694.00,'$GNGGA,051128.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1695,23.00,31.00,2.00,16.00,1695.00,'$GNGGA,051139.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1696,22.00,34.00,6.00,11.00,1696.00,'$GNGGA,051150.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1697,24.00,33.00,4.00,17.00,1697.00,'$GNGGA,051201.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1698,24.00,32.00,6.00,16.00,1698.00,'$GNGGA,051212.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1699,22.00,33.00,8.00,14.00,1699.00,'$GNGGA,051223.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1700,23.00,33.00,8.00,18.00,1700.00,'$GNGGA,051234.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1701,24.00,30.00,2.00,17.00,1701.00,'$GNGGA,051245.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1702,24.00,30.00,2.00,12.00,1702.00,'$GNGGA,051256.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1703,24.00,32.00,2.00,11.00,1703.00,'$GNGGA,051307.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1704,21.00,33.00,4.00,12.00,1704.00,'$GNGGA,051318.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1705,23.00,31.00,3.00,14.00,1705.00,'$GNGGA,051329.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1706,22.00,31.00,5.00,10.00,1706.00,'$GNGGA,051340.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1707,22.00,32.00,9.00,19.00,1707.00,'$GNGGA,051351.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1708,24.00,33.00,5.00,18.00,1708.00,'$GNGGA,051402.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1709,23.00,34.00,4.00,15.00,1709.00,'$GNGGA,051413.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1710,24.00,32.00,5.00,19.00,1710.00,'$GNGGA,051424.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1711,23.00,33.00,3.00,11.00,1711.00,'$GNGGA,051435.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1712,23.00,30.00,3.00,11.00,1712.00,'$GNGGA,051446.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1713,21.00,32.00,6.00,10.00,1713.00,'$GNGGA,051457.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1714,20.00,32.00,3.00,15.00,1714.00,'$GNGGA,051508.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1715,20.00,33.00,5.00,11.00,1715.00,'$GNGGA,051519.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1716,20.00,33.00,7.00,18.00,1716.00,'$GNGGA,051530.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1717,24.00,30.00,7.00,11.00,1717.00,'$GNGGA,051541.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1718,22.00,32.00,8.00,13.00,1718.00,'$GNGGA,051552.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1719,20.00,32.00,3.00,10.00,1719.00,'$GNGGA,051603.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1720,20.00,30.00,7.00,15.00,1720.00,'$GNGGA,051614.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1721,24.00,32.00,6.00,12.00,1721.00,'$GNGGA,051625.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1722,20.00,32.00,3.00,13.00,1722.00,'$GNGGA,051636.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1723,23.00,33.00,4.00,16.00,1723.00,'$GNGGA,051647.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1724,24.00,31.00,9.00,11.00,1724.00,'$GNGGA,051658.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1725,21.00,33.00,4.00,12.00,1725.00,'$GNGGA,051709.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1726,21.00,31.00,3.00,18.00,1726.00,'$GNGGA,051720.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1727,22.00,34.00,9.00,17.00,1727.00,'$GNGGA,051731.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1728,24.00,33.00,2.00,14.00,1728.00,'$GNGGA,051742.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1729,22.00,31.00,3.00,12.00,1729.00,'$GNGGA,051753.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1730,20.00,32.00,3.00,12.00,1730.00,'$GNGGA,051804.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1731,22.00,30.00,5.00,11.00,1731.00,'$GNGGA,051815.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1732,20.00,34.00,3.00,13.00,1732.00,'$GNGGA,051826.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1733,22.00,34.00,6.00,10.00,1733.00,'$GNGGA,051837.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1734,23.00,30.00,5.00,13.00,1734.00,'$GNGGA,051848.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1735,20.00,34.00,5.00,11.00,1735.00,'$GNGGA,051859.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1736,24.00,31.00,2.00,19.00,1736.00,'$GNGGA,051910.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1737,23.00,30.00,8.00,14.00,1737.00,'$GNGGA,051921.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5A'
1738,22.00,34.00,4.00,12.00,1738.00,'$GNGGA,051932.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1739,22.00,34.00,3.00,19.00,1739.00,'$GNGGA,051943.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1740,20.00,32.00,9.00,16.00,1740.00,'$GNGGA,051954.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1741,21.00,34.00,3.00,12.00,1741.00,'$GNGGA,052005.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1742,21.00,31.00,8.00,19.00,1742.00,'$GNGGA,052016.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1743,24.00,30.00,2.00,10.00,1743.00,'$GNGGA,052027.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1744,23.00,30.00,8.00,14.00,1744.00,'$GNGGA,052038.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1745,22.00,32.00,6.00,11.00,1745.00,'$GNGGA,052049.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1746,21.00,33.00,5.00,14.00,1746.00,'$GNGGA,052100.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1747,23.00,33.00,3.00,12.00,1747.00,'$GNGGA,052111.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1748,24.00,33.00,9.00,17.00,1748.00,'$GNGGA,052122.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1749,23.00,34.00,8.00,15.00,1749.00,'$GNGGA,052133.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1750,22.00,34.00,6.00,18.00,1750.00,'$GNGGA,052144.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1751,21.00,31.00,6.00,15.00,1751.00,'$GNGGA,052155.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1752,20.00,31.00,2.00,11.00,1752.00,'$GNGGA,052206.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1753,24.00,34.00,3.00,12.00,1753.00,'$GNGGA,052217.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1754,21.00,34.00,2.00,10.00,1754.00,'$GNGGA,052228.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1755,23.00,33.00,9.00,17.00,1755.00,'$GNGGA,052239.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1756,22.00,33.00,2.00,10.00,1756.00,'$GNGGA,052250.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1757,23.00,31.00,3.00,18.00,1757.00,'$GNGGA,052301.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1758,23.00,33.00,5.00,11.00,1758.00,'$GNGGA,052312.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1759,20.00,30.00,8.00,13.00,1759.00,'$GNGGA,052323.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1760,21.00,34.00,4.00,17.00,1760.00,'$GNGGA,052334.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1761,23.00,31.00,8.00,17.00,1761.00,'$GNGGA,052345.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1762,24.00,31.00,4.00,13.00,1762.00,'$GNGGA,052356.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1763,22.00,33.00,4.00,10.00,1763.00,'$GNGGA,052407.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1764,24.00,31.00,3.00,19.00,1764.00,'$GNGGA,052418.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1765,23.00,33.00,2.00,12.00,1765.00,'$GNGGA,052429.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5C'
1766,21.00,34.00,3.00,19.00,1766.00,'$GNGGA,052440.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1767,23.00,32.00,9.00,13.00,1767.00,'$GNGGA,052451.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1768,22.00,32.00,9.00,12.00,1768.00,'$GNGGA,052502.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1769,21.00,33.00,2.00,12.00,1769.00,'$GNGGA,052513.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1770,23.00,34.00,8.00,16.00,1770.00,'$GNGGA,052524.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1771,23.00,34.00,4.00,16.00,1771.00,'$GNGGA,052535.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1772,20.00,34.00,3.00,19.00,1772.00,'$GNGGA,052546.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1773,20.00,33.00,4.00,13.00,1773.00,'$GNGGA,052557.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1774,20.00,30.00,3.00,14.00,1774.00,'$GNGGA,052608.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1775,24.00,31.00,9.00,14.00,1775.00,'$GNGGA,052619.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1776,23.00,34.00,3.00,15.00,1776.00,'$GNGGA,052630.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1777,23.00,32.00,9.00,14.00,1777.00,'$GNGGA,052641.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1778,23.00,32.00,7.00,14.00,1778.00,'$GNGGA,052652.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1779,22.00,32.00,3.00,11.00,1779.00,'$GNGGA,052703.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1780,20.00,32.00,4.00,14.00,1780.00,'$GNGGA,052714.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1781,23.00,33.00,6.00,12.00,1781.00,'$GNGGA,052725.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1782,23.00,34.00,9.00,10.00,1782.00,'$GNGGA,052736.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1783,21.00,30.00,2.00,12.00,1783.00,'$GNGGA,052747.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1784,21.00,33.00,2.00,19.00,1784.00,'$GNGGA,052758.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1785,20.00,33.00,9.00,10.00,1785.00,'$GNGGA,052809.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*52'
1786,20.00,32.00,6.00,15.00,1786.00,'$GNGGA,052820.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1787,20.00,31.00,5.00,16.00,1787.00,'$GNGGA,052831.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*59'
1788,22.00,33.00,9.00,15.00,1788.00,'$GNGGA,052842.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1789,22.00,31.00,4.00,19.00,1789.00,'$GNGGA,052853.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5D'
1790,20.00,32.00,3.00,19.00,1790.00,'$GNGGA,052904.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1791,23.00,34.00,3.00,16.00,1791.00,'$GNGGA,052915.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1792,24.00,33.00,3.00,13.00,1792.00,'$GNGGA,052926.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1793,22.00,32.00,6.00,14.00,1793.00,'$GNGGA,052937.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1794,20.00,31.00,2.00,15.00,1794.00,'$GNGGA,052948.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1795,23.00,31.00,6.00,14.00,1795.00,'$GNGGA,052959.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1796,20.00,33.00,6.00,15.00,1796.00,'$GNGGA,053010.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1797,21.00,34.00,6.00,17.00,1797.00,'$GNGGA,053021.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1798,20.00,31.00,7.00,11.00,1798.00,'$GNGGA,053032.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1799,21.00,33.00,3.00,10.00,1799.00,'$GNGGA,053043.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1800,22.00,33.00,8.00,11.00,1800.00,'$GNGGA,053054.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*53'
1801,20.00,33.00,4.00,15.00,1801.00,'$GNGGA,053105.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1802,20.00,33.00,5.00,14.00,1802.00,'$GNGGA,053116.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1803,21.00,32.00,8.00,18.00,1803.00,'$GNGGA,053127.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*56'
1804,23.00,32.00,7.00,13.00,1804.00,'$GNGGA,053138.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*58'
1805,21.00,32.00,6.00,17.00,1805.00,'$GNGGA,053149.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5E'
1806,24.00,33.00,8.00,19.00,1806.00,'$GNGGA,053200.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1807,20.00,33.00,3.00,17.00,1807.00,'$GNGGA,053211.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1808,24.00,34.00,4.00,12.00,1808.00,'$GNGGA,053222.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1809,22.00,34.00,2.00,13.00,1809.00,'$GNGGA,053233.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1810,23.00,33.00,5.00,12.00,1810.00,'$GNGGA,053244.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1811,20.00,33.00,2.00,19.00,1811.00,'$GNGGA,053255.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*50'
1812,24.00,33.00,7.00,17.00,1812.00,'$GNGGA,053306.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1813,22.00,34.00,2.00,19.00,1813.00,'$GNGGA,053317.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1814,22.00,30.00,8.00,11.00,1814.00,'$GNGGA,053328.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1815,20.00,31.00,4.00,19.00,1815.00,'$GNGGA,053339.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*5B'
1816,22.00,34.00,7.00,14.00,1816.00,'$GNGGA,053350.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*54'
1817,21.00,31.00,6.00,11.00,1817.00,'$GNGGA,053401.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1818,20.00,30.00,3.00,17.00,1818.00,'$GNGGA,053412.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
1819,22.00,33.00,7.00,18.00,1819.00,'$GNGGA,053423.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1820,23.00,31.00,5.00,11.00,1820.00,'$GNGGA,053434.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*51'
1821,22.00,30.00,8.00,15.00,1821.00,'$GNGGA,053445.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*57'
1822,20.00,34.00,7.00,15.00,1822.00,'$GNGGA,053456.263,9000.0000,N,00000.0000,E,0,0,,137.0,M,13.0,M,,*55'
